Metabolites,Count_-2_4,Count_-6_pre,Count_-6_6,Count_-6_8,Count_-2_10,Count_-6_10,Count_-2_8,Count_-2_6,Count_-6_2,Count_-6_4,Count_-2_pre,Count_-2_2,Mean_-2_4,Mean_-6_pre,Mean_-6_6,Mean_-6_8,Mean_-2_10,Mean_-6_10,Mean_-2_8,Mean_-2_6,Mean_-6_2,Mean_-6_4,Mean_-2_pre,Mean_-2_2,P_value_A_-2_4_vs_-6_4,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,P_value_A_-6_2_vs_-2_2,Flag_A_-2_4_vs_-6_4,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,Flag_A_-6_2_vs_-2_2,,Negative means -2 is significantly larger
Unknown 085,2,3,3,3,3,3,3,3,3,3,3,2,16.79234276,16.44841586,17.06214589,16.62095357,16.71731089,16.13386931,16.60508608,16.65039239,16.83823215,17.00499344,16.5293356,16.87000251,0.58812031,0.817278868,0.246796935,0.963842164,0.105938554,0.935299111,0,0,0,0,0,0,,
Unknown 086,2,3,3,3,3,3,3,3,3,3,3,2,14.1187714,15.63467983,14.4419815,15.10981955,15.20957301,14.60096015,14.68064983,14.89559054,14.66169242,14.81305223,15.62915735,13.84024864,0.369748438,0.993575893,0.510520203,0.533349921,0.379186785,0.290350212,0,0,0,0,0,0,,
Unknown 087,2,3,3,3,3,3,3,3,3,3,3,2,13.5186175,13.3042142,13.364122,14.33482022,12.45632896,13.24370746,13.69270354,14.56668753,14.40965987,14.87388813,14.58883106,14.48965129,0.197680303,0.173190229,0.201130044,0.489034668,0.397541604,0.938216861,0,0,0,0,0,0,,
Unknown 088,2,3,3,3,3,3,3,3,3,3,3,2,13.70228035,13.9448677,14.4779935,13.94213662,14.03070003,14.68425844,14.69190664,13.95545446,14.59146736,14.23464995,14.23166312,14.55806507,0.359924425,0.579015015,0.316000024,0.155104114,0.212718027,0.953747635,0,0,0,0,0,0,,
Unknown 089,2,3,3,3,3,3,3,3,3,3,3,2,13.91863722,13.29763809,14.30841888,14.3058912,13.36929033,15.32654292,13.84513558,14.07838975,13.77870587,14.78160184,13.9765912,13.64514613,0.396029338,0.454475932,0.798821903,0.61049507,0.039004351,0.894641257,0,0,0,0,-1,0,,
Unknown 090,2,3,3,3,3,3,3,3,3,3,3,2,12.96693663,12.67375178,13.49001977,13.57637222,12.96712083,13.86138879,13.49507692,13.1462067,13.19240155,13.34701399,13.08545641,12.67811682,0.281515924,0.19487195,0.276231063,0.794228073,0.008225793,0.149420044,0,0,0,0,-1,0,,
Unknown 091,2,3,3,3,3,3,3,3,3,3,3,2,13.94435148,14.50410334,14.60780008,13.43275343,13.13889895,14.61174264,14.73537418,14.50341499,15.33895793,14.39723396,14.55799889,14.72101224,0.648750576,0.951559554,0.906349773,0.151709492,0.107270191,0.535100893,0,0,0,0,0,0,,
Unknown 092,2,3,3,3,3,3,3,3,3,3,3,2,14.71879989,15.37984794,15.13872961,15.6296903,15.03369021,15.07078871,15.5925918,15.10163111,15.20244806,14.75589838,15.34274945,15.16534956,0.930961214,0.92283807,0.92283807,0.92283807,0.92283807,0.930961214,0,0,0,0,0,0,,
Unknown 093,1,3,2,3,3,3,2,1,2,1,3,0,11.94939652,14.40244268,12.59225686,12.82752346,13.61529051,14.31244707,12.13036691,11.89510031,12.98113989,12.64655308,13.70528612,NA,0.764278071,0.604771933,0.729303538,0.64307687,0.604771933,NA,0,0,0,0,0,0,,
Unknown 094,2,3,3,3,3,3,3,3,3,3,3,2,15.79539864,16.79655695,15.85806262,16.01006813,16.22043661,16.57004079,16.56770952,16.22418702,16.44307337,16.12591478,16.26192069,15.92944348,0.541674012,0.274315633,0.450785711,0.254762058,0.471220766,0.345826615,0,0,0,0,0,0,,
Unknown 095,2,3,3,3,3,3,3,3,3,3,3,2,13.69899362,13.08912685,13.60882484,14.05900107,13.78910512,13.54816222,13.99984761,14.14423491,14.12650067,13.835093,13.96678658,13.98764013,0.640052099,0.002459176,0.048831874,0.81989801,0.358165256,0.633316743,0,-1,-1,0,0,0,,
Unknown 096,2,3,3,3,3,3,3,3,3,3,3,2,15.16109286,14.90035042,14.32851689,14.74909839,14.82815063,15.20388952,15.36333598,15.19404635,15.25269976,15.19086027,14.79012877,15.20116603,0.960925357,0.839347194,0.121455956,0.265241219,0.491681978,0.932411182,0,0,0,0,0,0,,
Unknown 097,2,3,3,3,3,3,3,3,3,3,3,2,14.62710353,14.81556306,15.12101768,14.22954926,15.00186064,14.66743487,14.77640513,14.78318593,14.86567904,14.95753099,14.19678026,14.93983673,0.543154861,0.20937173,0.487589103,0.26538956,0.491939998,0.891014402,0,0,0,0,0,0,,
Unknown 098,2,3,3,3,3,3,3,3,3,3,3,2,15.72326888,16.14586826,16.09941543,16.22165214,15.54204432,16.05890372,16.23400461,16.5487701,16.4320264,15.88222525,16.33937101,16.43869678,0.692282493,0.59070943,0.218258325,0.972521163,0.159019803,0.986725744,0,0,0,0,0,0,,
Unknown 099,2,3,3,3,3,3,3,3,3,3,3,2,15.75749609,16.50682384,15.81780091,15.95935591,16.22737966,16.10199119,16.85598585,16.56561381,15.91550598,16.39110908,16.30337219,16.12394737,0.102418235,0.546925436,0.034868047,0.013185682,0.709733599,0.58069944,0,0,-1,-1,0,0,,
Unknown 100,2,3,3,3,3,3,3,3,3,3,3,2,13.721904,13.63854332,14.02406286,13.7994733,14.03235101,13.50781963,13.48376889,13.46853718,13.81265073,13.91346829,12.88790817,13.8387262,0.569025342,0.018951339,0.074195597,0.298293002,0.090593944,0.93798361,0,1,0,0,0,0,,
Unknown 101,2,3,3,3,3,3,3,3,3,3,3,2,14.06435726,13.82499053,13.80365661,13.92055533,13.88921299,13.71450109,14.09526723,13.97836851,13.7700364,13.88964536,13.99970242,13.9447483,0.28674397,0.235143175,0.235143175,0.235143175,0.235143175,0.28674397,0,0,0,0,0,0,,
Unknown 102,2,3,3,3,3,3,3,3,3,3,3,2,14.67674275,14.00102163,14.83422801,14.16739709,14.80520981,14.07308229,14.61800116,15.10171067,14.38229681,14.18858635,14.04523176,14.70774195,0.167964346,0.886523517,0.39184213,0.155328711,0.02580246,0.352159736,0,0,0,0,1,0,,
Unknown 103,2,3,3,3,3,3,3,3,3,3,3,2,14.96221832,14.77276741,15.07611205,14.05893882,15.05278506,14.38598265,14.02252071,14.23532172,14.33808321,14.86919387,14.43021531,14.94121826,0.875284569,0.520057423,0.122845359,0.945218477,0.216465441,0.31442161,0,0,0,0,0,0,,
Unknown 104,2,3,3,3,3,3,3,3,3,3,3,2,13.88005023,13.15017879,14.03079323,13.87740474,13.81951337,13.8862074,13.8107107,13.96409919,13.89437842,13.94674426,13.08348476,13.82768438,0.838433082,0.819694703,0.819694703,0.819694703,0.819694703,0.838433082,0,0,0,0,0,0,,
Unknown 105,2,3,3,3,3,3,3,3,3,3,3,2,14.21869474,13.81355163,14.05795765,13.80200331,14.11581572,14.20801927,14.37116881,14.24911486,14.24211275,13.94387383,13.79190277,14.16417406,0.320788445,0.929525887,0.438005384,0.028036821,0.706847398,0.775992907,0,0,0,-1,0,0,,
Unknown 106,2,3,3,3,3,3,3,3,3,3,3,2,14.96199249,15.07957462,15.24087946,15.18473212,14.8660919,15.35081622,14.82545682,14.61660961,15.12359507,14.97067848,15.27811424,15.16523831,0.97375555,0.404290748,0.013870448,0.13811717,0.049776563,0.874707572,0,0,1,0,-1,0,,
Unknown 107,2,3,3,3,3,3,3,3,3,3,3,2,14.59907964,14.50980015,14.19867009,14.28387835,14.39040948,15.59873281,14.65421371,14.34835427,14.23830735,14.78158752,14.97057178,14.06069408,0.775631945,0.4241098,0.793794357,0.519507344,0.04407083,0.781483738,0,0,0,0,-1,0,,
Unknown 108,2,3,3,3,3,3,3,3,3,3,3,2,14.53985112,14.09150245,14.57333277,14.47818194,14.61960211,14.61518842,14.48259564,14.57774647,14.04016633,14.53543743,14.09591614,14.04458003,0.992638035,0.991769105,0.991769105,0.991769105,0.991769105,0.992638035,0,0,0,0,0,0,,
Unknown 109,2,3,3,3,3,3,3,3,3,3,3,2,12.49348598,11.77248081,12.45086954,12.65741975,11.94741828,11.78043776,12.82440028,12.61785007,12.63852792,12.32650545,11.93946134,12.80550845,0.828698488,0.808875088,0.808875088,0.808875088,0.808875088,0.828698488,0,0,0,0,0,0,,
Unknown 110,2,3,3,3,3,3,3,3,3,3,3,2,15.90878454,16.39020982,16.05906968,15.52955461,16.3368028,15.53752751,14.33628136,16.79232245,15.11107979,15.79314667,15.23714891,16.71868755,0.925285051,0.30174887,0.5082701,0.285617399,0.471268295,0.200817667,0,0,0,0,0,0,,
Unknown 111,2,3,3,3,3,3,3,3,3,3,3,2,15.46931223,15.51072734,15.5125287,15.62755517,14.96728931,14.93945852,15.65538595,15.54035949,15.50634814,15.44148144,15.53855813,15.53417893,0.965241471,0.961142071,0.961142071,0.961142071,0.961142071,0.965241471,0,0,0,0,0,0,,
Unknown 112,2,3,3,3,3,3,3,3,3,3,3,2,16.27486226,16.03580097,16.05873204,16.32668312,16.12613699,15.78307657,16.25101046,16.16693332,16.26394085,16.2390336,16.22689527,16.21666245,0.86393563,0.312414467,0.564226101,0.686189405,0.076883752,0.821144706,0,0,0,0,0,0,,
Unknown 113,2,3,3,3,3,3,3,3,3,3,3,2,15.34742372,15.81652414,15.26332407,15.11891121,15.10820749,14.74952454,14.94834724,14.78161079,15.10982174,15.0929895,15.41674175,13.61291409,0.657262876,0.437872,0.351396238,0.739226472,0.485817276,0.014749644,0,0,0,0,0,1,,
Unknown 114,2,3,3,3,3,3,3,3,3,3,3,2,15.46868831,14.51766314,15.25267013,15.10123658,15.29684712,14.96131097,14.54841138,15.68877264,15.1597966,15.7345035,15.45302382,14.56698214,0.699322024,0.137933271,0.480437054,0.372730292,0.586331128,0.392240872,0,0,0,0,0,0,,
Unknown 115,2,3,3,3,3,3,3,3,3,3,3,2,15.33603582,14.82749828,15.19753467,15.3579597,15.0727389,14.99935702,15.43134157,15.27091655,15.41422843,15.26265394,14.90088016,15.48761031,0.912247403,0.901942589,0.901942589,0.901942589,0.901942589,0.912247403,0,0,0,0,0,0,,
Unknown 116,2,3,3,3,3,3,3,3,3,3,3,2,13.94235321,13.27194479,13.91058304,12.78292099,13.49804105,13.7200727,12.56088935,13.6885514,13.36355046,14.16438485,13.04991314,13.14151882,0.849462745,0.831962572,0.831962572,0.831962572,0.831962572,0.849462745,0,0,0,0,0,0,,
Unknown 117,2,3,3,3,3,3,3,3,3,3,3,2,15.51918268,15.73803565,15.34835123,15.40111686,15.64006718,14.81391831,15.61261839,15.10995315,15.62875002,15.78985079,15.17841912,14.95311719,0.600616342,0.23247373,0.606152087,0.6471646,0.083553205,0.198471134,0,0,0,0,0,0,,
Unknown 118,2,3,3,3,3,3,3,3,3,3,3,2,14.02974763,14.39482284,14.19523398,14.47483111,14.42145819,14.32648153,14.85897063,14.46281984,14.62150508,14.90694946,14.70737414,14.4091895,0.011075321,0.281116613,0.354428114,0.188216239,0.740225958,0.508984189,-1,0,0,0,0,0,,
Unknown 119,2,3,3,3,3,3,3,3,3,3,3,2,12.74302558,14.77302999,13.32891594,13.936572,13.25233841,15.10616918,13.38597093,13.97244418,14.99001474,14.04155438,14.87003531,15.15210678,0.193735943,0.911864361,0.465468335,0.531640285,0.043716614,0.868629989,0,0,0,0,-1,0,,
Unknown 120,2,3,3,3,3,3,3,3,3,3,3,2,17.96048505,17.03818964,17.49475659,16.36189784,17.2694661,16.75549013,15.44840656,17.58985588,16.58215948,17.88537991,16.1470983,17.67472521,0.934141357,0.279502919,0.906879465,0.267917119,0.529080324,0.236894024,0,0,0,0,0,0,,
Unknown 121,2,3,3,3,3,3,3,3,3,3,3,2,13.06175997,12.50069955,12.90650117,13.14313702,12.44409598,12.21467347,13.37255953,13.13592368,13.24378901,12.83233747,12.73012206,13.47321151,0.781047866,0.756034516,0.756034516,0.756034516,0.756034516,0.781047866,0,0,0,0,0,0,,
Unknown 122,2,3,3,3,3,3,3,3,3,3,3,2,15.38446183,15.50982705,13.25987196,15.34174518,15.1016197,15.52805375,15.2683326,15.05790783,15.59924613,15.82747387,15.10678238,16.3883926,0.672149807,0.666879962,0.064497194,0.937379187,0.648895913,0.452954605,0,0,0,0,0,0,,
Unknown 123,2,3,3,3,3,3,3,3,3,3,3,2,16.13948455,16.11517062,15.3338116,15.64749031,16.33542098,16.37925286,15.60365843,15.28997971,15.46101472,16.18331644,16.07133874,15.41718284,0.927750213,0.919251832,0.919251832,0.919251832,0.919251832,0.927750213,0,0,0,0,0,0,,
Unknown 124,2,3,3,3,3,3,3,3,3,3,3,2,18.81657632,19.31120371,18.41237692,18.3950773,17.4719294,19.18936728,18.59763486,17.98461275,16.82107086,18.62169554,18.56197439,18.12527955,0.776280072,0.229285777,0.487594145,0.741309953,0.009646563,0.067217497,0,0,0,0,-1,0,,
Unknown 125,2,3,3,3,3,3,3,3,3,3,3,2,14.18615864,14.39260826,14.42615644,14.15780052,14.17247616,14.12355595,14.33381876,14.61007561,14.28658489,14.29216327,14.28198128,14.40982937,0.503729618,0.436151725,0.200848334,0.220162602,0.729115692,0.43776395,0,0,0,0,0,0,,
Unknown 126,2,3,3,3,3,3,3,3,3,3,3,2,15.85965771,15.50745878,15.25975023,15.28778071,15.25386622,15.53197098,14.84522801,14.793674,15.14912603,15.64495414,14.90346483,13.69194886,0.745601232,0.312661273,0.433740841,0.456990327,0.638904698,0.036280053,0,0,0,0,0,1,,
Unknown 127,2,3,3,3,3,3,3,3,3,3,3,2,14.68094757,14.57537662,15.14674302,14.42640082,15.30962487,14.92224459,14.52710144,14.48339444,14.26956782,14.75087491,14.64193308,15.15602687,0.92006793,0.914961375,0.293335825,0.871671376,0.536023252,0.21154589,0,0,0,0,0,0,,
Unknown 128,2,3,3,3,3,3,3,3,3,3,3,2,14.60931421,14.17735581,14.72661331,13.04709551,15.35730503,14.05149157,14.48665465,14.75380291,13.88071985,15.08355794,13.17529417,15.19865893,0.658694803,0.301620918,0.977360909,0.142843087,0.181920074,0.22645526,0,0,0,0,0,0,,
Unknown 129,2,3,3,3,3,3,3,3,3,3,3,2,16.55221488,17.1653139,16.24758345,15.737098,15.69608548,16.68279923,15.53620747,15.21369,16.03971127,15.27974861,16.77095181,14.45084618,0.18952809,0.643605364,0.231738518,0.813342085,0.253049289,0.105055048,0,0,0,0,0,0,,
Unknown 130,2,3,3,3,3,3,3,3,3,3,3,2,14.47704188,13.33664731,14.27287154,12.04055012,14.41733473,13.85785997,13.00486614,13.16257336,13.28997559,14.36497898,13.13580467,14.26202161,0.889460666,0.780773906,0.133614499,0.189877078,0.440921289,0.235518874,0,0,0,0,0,0,,
Unknown 131,2,3,3,3,3,3,3,3,3,3,3,2,15.38205884,15.0426513,15.1197367,15.3330169,16.13775368,16.07435363,15.34816548,15.53824416,15.35440624,15.94152123,15.82703228,16.11367431,0.306968058,0.115343232,0.391171474,0.975026902,0.895782814,0.169792068,0,0,0,0,0,0,,
Unknown 132,2,3,3,3,3,3,3,3,3,3,3,2,15.07887307,15.70551753,15.29206521,15.92874751,14.86644881,14.9080131,15.88718322,15.25050093,15.4863388,15.12043735,15.66395324,15.44477452,0.970669254,0.967209204,0.967209204,0.967209204,0.967209204,0.970669254,0,0,0,0,0,0,,
Unknown 133,2,3,3,3,3,3,3,3,3,3,3,2,15.39111179,15.13317961,15.26466555,16.04937668,15.43168943,15.90575621,15.93212698,15.82361936,16.03744907,15.5990517,15.96150057,16.07896333,0.570379243,0.017626831,0.097374119,0.719922847,0.156124006,0.909472272,0,-1,0,0,0,0,,
Unknown 134,2,3,3,3,3,3,3,3,3,3,3,2,16.01084815,15.91781128,15.85124635,16.18127526,15.69850261,16.17323887,15.84552216,16.34310761,15.9886737,16.12932135,16.49400922,16.1983764,0.704549833,0.048500712,0.088367266,0.236422121,0.09927478,0.503613339,0,-1,0,0,0,0,,
Unknown 135,2,3,3,3,3,3,3,3,3,3,3,2,16.52827935,16.44717048,16.54829596,16.64589195,16.21830471,16.13312393,16.73107273,16.63347674,16.57408349,16.44309856,16.53235127,16.65926428,0.825843317,0.805703136,0.805703136,0.805703136,0.805703136,0.825843317,0,0,0,0,0,0,,
Unknown 136,2,3,3,3,3,3,3,3,3,3,3,2,15.86411964,14.9465705,15.68455951,13.52443525,15.50439059,14.51580071,13.75880812,14.82463785,15.68982929,15.10599055,14.42360646,15.81108328,0.420080102,0.532812228,0.30872663,0.779066712,0.243697131,0.896640012,0,0,0,0,0,0,,
Unknown 137,2,3,3,3,3,3,3,3,3,3,3,2,15.48494022,14.43710187,15.87394981,14.10815461,15.3788541,13.55737029,13.83063648,14.61739055,15.47311378,14.949056,13.94434194,15.08714548,0.597308205,0.587129388,0.173899829,0.759203792,0.053850067,0.703144452,0,0,0,0,0,0,,
Unknown 138,2,3,3,3,3,3,3,3,3,3,3,2,12.88921924,13.58735824,14.58031608,13.25634288,13.35052859,14.26998994,14.36506114,15.50085815,13.905599,14.47874542,14.35840002,13.86341019,0.225360378,0.505765144,0.427918181,0.341231482,0.428452924,0.973886495,0,0,0,0,0,0,,
Unknown 139,2,3,3,3,3,3,3,3,3,3,3,2,16.13059878,16.30617011,16.31023641,15.55586011,16.15149764,16.31582181,16.12279375,16.31542944,16.28902998,16.21731992,16.68301952,16.44804572,0.815269701,0.262980084,0.987512323,0.09795679,0.621397751,0.668823487,0,0,0,0,0,0,,
Unknown 140,2,3,3,3,3,3,3,3,3,3,3,2,13.96606537,13.79241848,14.0943174,13.89171178,13.97589679,14.11577531,14.04576069,13.89450112,14.09846509,14.28744836,13.90874304,14.65496866,0.179958812,0.580840607,0.346161342,0.465819594,0.50737931,0.025397936,0,0,0,0,0,-1,,
Unknown 141,2,3,3,3,3,3,3,3,3,3,3,2,15.02076796,15.23546162,15.00903894,15.32403274,15.05628548,15.34688197,15.00877985,15.37381569,15.35469335,15.42821668,15.22121016,15.19833142,0.097640446,0.94667353,0.097344089,0.148728128,0.181610752,0.513655982,0,0,0,0,0,0,,
Unknown 142,2,3,3,3,3,3,3,3,3,3,3,2,16.27756279,16.30681978,16.23461689,16.20500812,15.83215751,16.27522507,16.50974852,16.02424242,16.32035329,16.17447052,16.60776977,16.55982941,0.811252268,0.438615222,0.586891601,0.432950884,0.257934888,0.580166282,0,0,0,0,0,0,,
Unknown 143,2,3,3,3,3,3,3,3,3,3,3,2,14.77654752,14.31030298,14.74135059,14.61505081,14.48010475,14.68493667,14.36999279,14.02301454,14.64064814,14.39505733,14.80116285,14.68254973,0.406467797,0.23629986,0.088597495,0.549514621,0.616462767,0.926776225,0,0,0,0,0,0,,
Unknown 144,2,3,3,3,3,3,3,3,3,3,3,2,15.19222938,15.07250077,14.57650319,14.74258248,15.23802157,15.15061938,14.82998467,14.66390538,14.96465647,15.10482719,15.15990296,15.05205866,0.864665066,0.848885729,0.848885729,0.848885729,0.848885729,0.864665066,0,0,0,0,0,0,,
Unknown 145,2,3,3,3,3,3,3,3,3,3,3,2,15.77081732,14.86068173,17.31459872,15.97715597,17.98389352,17.83735229,16.12369721,17.46113996,15.49683983,15.62427609,15.00722296,15.64338106,0.940713852,0.933732392,0.933732392,0.933732392,0.933732392,0.940713852,0,0,0,0,0,0,,
Unknown 146,2,3,3,3,3,3,3,3,3,3,3,2,15.17127914,15.25229609,15.12916255,14.71536208,15.05753428,14.69956702,15.07332933,15.4871298,15.25748475,14.81331189,15.61026334,15.61545201,0.506531916,0.458262006,0.458262006,0.458262006,0.458262006,0.506531916,0,0,0,0,0,0,,
Unknown 147,2,3,3,3,3,3,3,3,3,3,3,2,15.70205931,17.28108809,16.51033188,17.22830189,16.50536278,17.06024633,16.67341834,15.95544834,16.86247179,16.25694286,16.72620454,16.30758825,0.417169944,0.365252165,0.365252165,0.365252165,0.365252165,0.417169944,0,0,0,0,0,0,,
Unknown 148,2,3,3,3,3,3,3,3,3,3,3,2,15.4251301,15.56941062,15.47505055,15.73013915,15.58949052,15.883684,15.95205784,15.76358621,15.70377154,15.77089911,16.03611302,15.93882497,0.183690486,0.05024696,0.213652958,0.33534508,0.205122498,0.360880317,0,0,0,0,0,0,,
Unknown 149,2,3,3,3,3,3,3,3,3,3,3,2,13.75322241,13.86948844,13.92651141,13.97996638,14.15166238,14.05125434,14.08037442,14.02691944,14.10951271,13.65281437,13.96989647,14.20992074,0.779328455,0.754132022,0.754132022,0.754132022,0.754132022,0.779328455,0,0,0,0,0,0,,
Unknown 150,2,3,3,3,3,3,3,3,3,3,3,2,15.97042725,16.66730957,15.28199803,16.50341876,16.4092891,16.33874422,15.81853462,15.34290597,16.17859015,15.40784544,15.31000072,14.86694483,0.54483739,0.11130147,0.941327469,0.411523706,0.932066592,0.165647116,0,0,0,0,0,0,,
Unknown 151,2,3,3,3,3,3,3,3,3,3,3,2,17.41512862,17.72663707,17.5159169,17.45564055,16.42251948,17.52610082,15.5467938,16.24098152,17.55253875,17.6380972,17.70539337,15.66890075,0.839804626,0.982812577,0.204486386,0.063049415,0.269857074,0.097994996,0,0,0,0,0,0,,
Unknown 152,2,3,3,3,3,3,3,3,3,3,3,2,15.08471173,16.34703192,15.82812411,16.26209532,16.21192819,16.44854565,16.93555086,16.81565082,16.26686251,15.50919114,16.4847692,15.79564687,0.359810932,0.737604043,0.02357759,0.111313644,0.565905615,0.310441428,0,0,-1,0,0,0,,
Unknown 153,2,3,3,3,3,3,3,3,3,3,3,2,18.976657,19.78756044,19.33471532,18.1232972,18.00546761,17.383247,16.37633419,20.02159087,16.29538527,19.25123137,15.28882525,17.638093,0.894433035,0.022266062,0.71091889,0.349999678,0.736997852,0.518339889,0,1,0,0,0,0,,
Unknown 154,2,3,3,3,3,3,3,3,3,3,3,2,15.84909731,15.08984825,14.21057273,15.69682574,14.74442798,12.51916447,14.84729898,14.37794332,14.30417803,14.95347466,13.00639701,13.93644661,0.567215241,0.145067196,0.904500781,0.544194063,0.120856977,0.813694638,0,0,0,0,0,0,,
Unknown 155,2,3,3,3,3,3,3,3,3,3,3,2,15.42137481,15.65483543,15.5871239,15.55702069,15.54712452,15.41140362,15.69274158,15.72284479,15.55316367,15.28565392,15.79055633,15.68888456,0.834103902,0.814882058,0.814882058,0.814882058,0.814882058,0.834103902,0,0,0,0,0,0,,
Unknown 156,2,3,3,3,3,3,3,3,3,3,3,2,14.95826023,14.43195748,14.67457129,14.73631031,14.77713881,14.55005441,14.96339471,14.90165569,14.31054114,14.73117582,14.65904188,14.53762554,0.527579708,0.480524805,0.480524805,0.480524805,0.480524805,0.527579708,0,0,0,0,0,0,,
Unknown 157,2,3,3,3,3,3,3,3,3,3,3,2,15.02507187,14.14631644,13.82344437,14.64273511,14.71110613,14.45747414,14.92936606,15.81422955,14.45120191,15.51345592,14.77699171,12.81965228,0.613634105,0.467444713,0.029119842,0.740000704,0.768965438,0.101143164,0,0,-1,0,0,0,,
Unknown 158,2,3,3,3,3,3,3,3,3,3,3,2,16.38383497,15.49143235,16.6138763,16.62769519,16.77237959,15.56725446,16.63824983,16.97684634,16.76366216,16.31733275,16.89106407,16.80654129,0.924588003,0.034565897,0.564979657,0.986597851,0.065319204,0.951330694,0,-1,0,0,0,0,,
Unknown 159,2,3,3,3,3,3,3,3,3,3,3,2,15.66879354,15.81766811,15.55485176,15.61930964,15.66106218,15.69673651,15.86412486,15.99697081,15.7739724,15.5582071,15.98861773,14.78539468,0.739918606,0.567127627,0.147140134,0.414303348,0.904593158,0.00651449,0,0,0,0,0,1,,
Unknown 160,2,3,3,3,3,3,3,3,3,3,3,2,13.69557781,13.94181927,14.22087286,13.97274213,14.18847618,13.79628595,14.30837537,14.34024521,14.26099107,13.87449853,14.22140043,14.04442202,0.62499357,0.395795038,0.715076481,0.309765452,0.237277765,0.554601553,0,0,0,0,0,0,,
Unknown 161,2,3,3,3,3,3,3,3,3,3,3,2,17.64677185,17.60588901,17.97309174,17.79680403,17.91658927,17.62224873,17.87440484,17.58068368,17.66711174,17.72332097,17.8760842,17.84779244,0.77276187,0.261007906,0.107989351,0.743521209,0.222011946,0.497390798,0,0,0,0,0,0,,
Unknown 162,2,3,3,3,3,3,3,3,3,3,3,2,12.6669356,14.36118849,14.86198375,13.28301062,15.07958494,15.76167251,14.94023336,14.20790901,14.46911139,14.12498977,14.91119685,12.78335003,0.154841844,0.540756735,0.467771719,0.074536451,0.449165726,0.102588313,0,0,0,0,0,0,,
Unknown 163,2,3,3,3,3,3,3,3,3,3,3,2,13.77045027,13.24062473,12.84423362,13.81817187,13.52820798,13.31081713,14.02634618,13.56000954,13.5641756,12.60508477,11.46183846,11.06382951,0.12813309,0.013132651,0.289353151,0.75515294,0.744707619,0.002619228,0,1,0,0,0,1,,
Unknown 164,2,3,3,3,3,3,3,3,3,3,3,2,14.48322353,14.52698973,14.51509986,14.1362579,14.85583452,14.78271435,14.20937807,14.58822003,14.54463967,14.41010337,14.60010989,14.61775984,0.909763375,0.899169993,0.899169993,0.899169993,0.899169993,0.909763375,0,0,0,0,0,0,,
Unknown 165,2,3,3,3,3,3,3,3,3,3,3,2,14.54237915,14.21767441,14.34806518,13.8304218,14.40529984,13.92170592,14.08223996,14.56256179,14.18155979,14.39401339,13.79395613,14.287483,0.555107487,0.068784794,0.34324335,0.267687394,0.039916761,0.672922037,0,0,0,0,1,0,,
Unknown 166,2,3,3,3,3,3,3,3,3,3,3,2,16.21237404,16.40919921,15.99948453,15.37848274,14.39927397,15.61719888,16.2863836,15.1855096,15.81719954,15.27807712,15.2371946,16.55873809,0.205979301,0.081185211,0.217567521,0.170817624,0.070709586,0.312215387,0,0,0,0,0,0,,
Unknown 167,2,3,3,3,3,3,3,3,3,3,3,2,12.61653975,12.51584754,12.50397177,11.98769927,12.67973243,12.82184836,12.00193989,12.55220236,12.87497601,12.61534039,12.87601067,11.12339503,0.998999397,0.674351354,0.955038066,0.986717617,0.868089474,0.07743223,0,0,0,0,0,0,,
Unknown 168,2,3,3,3,3,3,3,3,3,3,3,2,15.66696595,15.48214876,14.73648371,15.40928416,14.74197866,14.59566701,15.55559581,14.88279536,15.16967435,15.5206543,15.62846041,15.315986,0.897292888,0.885254948,0.885254948,0.885254948,0.885254948,0.897292888,0,0,0,0,0,0,,
Unknown 169,2,3,3,3,3,3,3,3,3,3,3,2,14.93093306,15.3379309,15.37567521,15.36145876,15.56473946,15.6004136,15.32578462,15.34000107,15.24651411,14.9666072,15.30225676,15.21083996,0.948511094,0.942444342,0.942444342,0.942444342,0.942444342,0.948511094,0,0,0,0,0,0,,
Unknown 170,2,3,3,3,3,3,3,3,3,3,3,2,13.87275842,14.71011027,15.1254081,14.9133195,15.23585355,12.78223693,14.81990462,14.70261332,14.50180501,14.61106703,14.73019229,15.08928735,0.546052922,0.98529097,0.69840894,0.931663918,0.032778525,0.630443583,0,0,0,0,1,0,,
Unknown 171,2,3,3,3,3,3,3,3,3,3,3,2,14.66060895,15.35474804,14.64719662,15.45556494,15.23309597,13.83667508,14.21921137,16.19652984,15.68234865,14.46107309,15.36224776,13.8281817,0.883401966,0.995081534,0.211118718,0.315195488,0.258121585,0.181840608,0,0,0,0,0,0,,
Unknown 172,2,3,3,3,3,3,3,3,3,3,3,2,15.81280641,15.58197442,15.54733843,15.61738953,15.8145284,15.73854011,15.69337783,15.62332673,15.41375628,15.73681812,15.65796272,15.48974458,0.812519528,0.790910283,0.790910283,0.790910283,0.790910283,0.812519528,0,0,0,0,0,0,,
